DIA;TEMP_MAX;TEMP_MIN;TEM_MED;TEMP_MED PTO_ORV;TEMP_MED BUL_MOL;DEG_DAYS_BASE_18,3°_AQC;DEG_DAYS_BASE_18,3°_RES;PRECIP;PRES_MED_EST;PRES_MED_MAR;;;;;;;;
2022-08-15;31,6;24,1;27,8;24,3;25,1;0;9,444;0;1010,2;1012,6;5;71;4,8;22,5;45;11,3;68;15
2022-08-16;31,4;24,5;28,2;24,8;25,5;0;9,897;0;1009,6;1012;3,9;76;3,2;22,5;90;11,3;90;16
2022-08-17;32,1;24,6;28,5;24,8;25,6;0;10,15;0;1009,1;1011,5;5,4;78;4,8;29;68;16,1;90;17
2022-08-18;32,5;27,4;29;25,1;25,9;0;10,671;0;1009,7;1012,1;10,1;81;9,7;27,4;68;16,1;90;18
2022-08-19;32,1;25,2;28,8;25,2;26;0;10,466;0;1010,7;1013,1;8,2;70;8;27,4;45;17,7;68;19
2022-08-20;31,8;24,9;27,7;24,4;25,1;0;9,326;0;1010,1;1012,5;5,5;72;8;30,6;68;17,7;135;20
2022-08-21;31;24,9;27,7;24,4;25,1;0;9,416;0;1010,2;1012,6;4,2;90;3,2;25,7;112;14,5;112;21
2022-08-22;31,3;23,9;26,9;24;24,7;0;8,547;7;1010,1;1012,5;1,7;40;3,2;41,8;135;17,7;112;22
2022-08-23;30,9;23,5;26,5;24;24,5;0;8,203;0;1010,7;1013,2;3,3;76;4,8;27,4;112;14,5;90;23
2022-08-24;31,3;24,3;28,1;24,9;25,6;0;9,748;0;1011,3;1013,8;7,3;75;6,4;29;90;17,7;90;24
2022-08-25;31,4;24,4;27,2;24,5;25,1;0;8,897;2;1011,8;1014,3;5;73;6,4;46,7;112;25,7;112;25
2022-08-26;30,9;24,2;27,1;24,2;24,9;0;8,77;5;1011,4;1013,8;6,1;87;6,4;30,6;135;17,7;112;26
2022-08-27;31,7;23,4;27,3;24,1;24,8;0;8,957;0;1009,9;1012,4;5,6;81;4,8;30,6;135;17,7;112;27
2022-08-28;32,1;24,2;28,4;24,8;25,5;0;10,023;0;1010,2;1012,6;6;74;6,4;27,4;45;14,5;90;28
2022-08-29;32,7;25;28,8;25;25,8;0;10,505;0;1010,1;1012,5;4,6;73;4,8;22,5;68;12,9;90;29
2022-08-30;32,4;25,9;29,4;25,5;26,3;0;11,093;0;1009,8;1012,2;7;88;6,4;30,6;68;17,7;90;30
2022-08-31;32,3;26;29,1;25,3;26,1;0;10,721;0;1009,9;1012,4;8,2;100;8;37;112;19,3;112;31
2022-09-01;32,3;26,2;28,9;25,4;26,1;0;10,583;0;1008,7;1011,2;9,1;81;9,7;27,4;68;14,5;90;1
2022-09-02;32,1;26,2;29,2;25,4;26,2;0;10,856;0;1009,3;1011,7;9,7;64;9,7;32,2;68;17,7;68;2
2022-09-03;31,8;25,1;28,4;25;25,7;0;10,08;0;1010,3;1012,7;6,8;73;8;38,6;135;20,9;112;3
2022-09-04;32,1;25,1;28,5;25;25,8;0;10,152;2,4;1010,1;1012,5;7,6;72;8;35,4;112;20,9;112;4
2022-09-05;32,7;25,4;29,3;25,3;26,2;0;10,936;0;1011,1;1013,5;10,3;69;9,7;35,4;68;19,3;68;5
2022-09-06;31,9;25,3;28,8;25;25,8;0;10,043;0,8;1012;1014,5;9,3;66;9,7;35,4;68;19,3;68;6
2022-09-07;31,2;23,4;27;24,3;24,9;0;8,69;9,6;1011,5;1013,9;5,8;60;8;40,2;45;19,3;68;7
2022-09-08;31,1;24,3;27,8;24,7;25,4;0;9,517;0,4;1009,9;1012,3;8,1;64;8;33,8;68;17,7;90;8
2022-09-09;31,9;25,1;28,9;24,4;25,3;0;10,525;0;1010,5;1013;11,1;70;11,3;32,2;90;19,3;90;9
2022-09-10;32;24,5;28,9;24,7;25,6;0;10,585;0;1011,5;1013,9;9,1;66;9,7;27,4;90;16,1;90;10
2022-09-11;32,4;24,9;28,7;24,8;25,6;0;10,338;0;1010,6;1013;5;63;6,4;24,1;68;12,9;90;11
2022-09-12;32,2;24,6;28,5;24,6;25,4;0;10,201;0;1009,2;1011,6;8,1;72;9,7;30,6;90;17,7;90;12
2022-09-13;32,2;24,6;28,8;24,7;25,6;0;10,418;0;1009,1;1011,5;8,4;63;8;29;90;16,1;90;13
2022-09-14;32,4;25,1;29,1;25,1;25,9;0;10,738;0;1010,2;1012,7;9,7;71;9,7;30,6;68;16,1;90;14
2022-09-15;32,2;25,2;29;25;25,8;0;10,635;0;1010,1;1012,5;9;67;9,7;30,6;45;17,7;68;15
2022-09-16;32,3;24,7;28,9;24,9;25,7;0;10,588;0;1009,9;1012,3;8,8;66;8;27,4;68;16,1;90;16
2022-09-17;32;25;28,8;24,4;25,4;0;10,496;0;1009,3;1011,7;10,3;66;11,3;35,4;90;19,3;45;17
2022-09-18;32,2;25;28,6;24,3;25,2;0;10,275;0;1009,1;1011,5;8,8;77;9,7;32,2;68;19,3;68;18
2022-09-19;32,3;25,1;29;24,5;25,4;0;10,669;0;1008,8;1011,2;7,7;82;8;33,8;68;17,7;90;19
2022-09-20;32,6;25,2;28,7;24,5;25,4;0;10,358;12,4;1008,4;1010,8;9;77;9,7;46,7;180;29;135;20
2022-09-21;31,8;25,1;28,2;24,9;25,6;0;9,893;9,2;1008,5;1010,9;10,3;55;9,7;33,8;68;17,7;68;21
2022-09-22;32,1;24,7;28,6;23,9;24,9;0;10,295;0;1009,6;1012;8,7;50;8;29;45;16,1;68;22
2022-09-23;32,1;23,2;28,5;23,2;24,3;0;10,14;0;1010,1;1012,5;6;63;6,4;27,4;45;12,9;45;23
2022-09-24;32,2;24,4;28,5;24,1;25;0;10,098;0;1008,9;1011,3;8,8;81;8;27,4;112;17,7;90;24
2022-09-25;31,9;27;29,2;25,3;26,1;0;10,851;0;1008,7;1011,1;10,2;77;9,7;32,2;68;19,3;90;25
2022-09-26;31,8;25,4;29;24,9;25,7;0;10,688;0;1009,9;1012,3;9;59;9,7;32,2;45;17,7;90;26
2022-09-27;32,1;24,8;28,6;24,3;25,3;0;10,313;0;1009,8;1012,2;7,3;53;8;25,7;68;16,1;68;27
2022-09-28;31,9;24,6;29;24,6;25,5;0;10,687;0;1008,8;1011,2;9,9;68;9,7;29;68;17,7;45;28
2022-09-29;32;25,3;29;25,2;26;0;10,706;0;1008,4;1010,8;9,7;62;9,7;30,6;90;17,7;68;29
2022-09-30;32,2;25,7;29,1;25,2;26;0;10,736;0;1009,4;1011,8;9,7;71;9,7;30,6;90;17,7;90;30
2022-10-01;32,1;24,9;29,2;24,6;25,6;0;10,833;0;1009,7;1012,2;11,1;66;11,3;32,2;45;17,7;90;1
2022-10-02;32,2;24,7;28,7;24,5;25,4;0;10,356;0;1010,6;1013;8;76;8;29;112;16,1;90;2
2022-10-03;32,4;24,9;28,6;24,7;25,5;0;10,281;0;1010,3;1012,7;6,7;74;8;30,6;68;17,7;90;3
2022-10-04;32,1;24,2;28,5;24,8;25,6;0;10,122;0,2;1009,2;1011,6;7;72;8;29;90;17,7;90;4
2022-10-05;32,1;24,6;28,8;24,7;25,5;0;10,494;0;1008,3;1010,7;9,4;60;9,7;32,2;90;17,7;90;5
2022-10-06;32;25,1;28,8;24,3;25,3;0;10,471;0;1008,8;1011,2;9,6;52;9,7;33,8;90;17,7;90;6
2022-10-07;31,9;24,5;28,5;24,2;25,2;0;10,196;0;1009,2;1011,6;8,6;58;8;32,2;68;17,7;68;7
2022-10-08;32,1;24,1;28,6;24,6;25,5;0;10,259;0;1007,8;1010,2;7;67;8;29;90;16,1;90;8
2022-10-09;31,8;24,9;28,8;25,2;26;0;10,485;1,6;1007,9;1010,3;8,1;58;8;32,2;90;19,3;68;9
2022-10-10;31,8;25;28,3;25;25,7;0;10,001;3,6;1009,8;1012,2;8,1;59;8;30,6;45;19,3;90;10
2022-10-11;33,1;24,8;29,2;25,2;26;0;10,854;0;1009,7;1012,2;8,3;73;8;27,4;68;16,1;68;11
2022-10-12;32,1;24,8;28,5;25;25,7;0;10,203;0;1008,3;1010,7;6,2;78;8;43,5;90;22,5;112;12
2022-10-13;31,9;25,3;28,7;25;25,8;0;10,318;6,4;1008,6;1011;8,1;60;8;32,2;68;17,7;90;13
2022-10-14;32,4;26;29,3;25,2;26;0;10,971;0;1009,6;1012;10,9;58;11,3;33,8;68;20,9;68;14
2022-10-15;32,4;25,8;29,2;24,8;25,7;0;10,859;0;1009,3;1011,8;8,9;52;9,7;30,6;90;17,7;90;15
2022-10-16;31,3;25,3;28,9;24,7;25,6;0;10,6;0;1007,9;1010,4;8,2;60;9,7;37;68;16,1;68;16
2022-10-17;32,4;25,5;29,1;24,6;25,5;0;10,738;0;1007,8;1010,2;9,4;59;9,7;32,2;90;17,7;68;17
2022-10-18;32,6;26,3;29,4;24,9;25,9;0;11,094;0;1009,2;1011,6;10,8;62;11,3;40,2;68;19,3;68;18
2022-10-19;32,3;25,9;29,4;25,2;26,1;0;11,042;0;1009,2;1011,6;13;68;12,9;38,6;68;20,9;68;19
2022-10-20;32,3;25,1;29,1;24,6;25,6;0;10,725;0;1008,5;1010,9;9,5;60;9,7;32,2;45;19,3;90;20
2022-10-21;32,2;24,8;28,9;25;25,8;0;10,57;0;1007,3;1009,7;8,2;78;9,7;30,6;90;17,7;90;21
2022-10-22;32,3;25,2;29,1;25,2;26,1;0;10,794;0;1008,4;1010,8;8,7;72;9,7;29;68;16,1;90;22
2022-10-23;31,9;27,5;29,4;24,9;25,9;0;11,092;0;1009;1011,4;13,2;77;12,9;33,8;90;20,9;68;23
2022-10-24;32,6;24,8;29,2;24,8;25,7;0;10,867;0;1008,5;1010,9;10,8;82;11,3;32,2;45;17,7;90;24
2022-10-25;32,2;24,7;28,6;24,9;25,7;0;10,313;12;1008;1010,4;6,6;81;6,4;25,7;112;16,1;112;25
2022-10-26;31,3;24,1;28,5;24,6;25,4;0;10,121;12,8;1007,9;1010,4;8,6;80;8;29;68;16,1;90;26
2022-10-27;31,7;27,6;29,1;24,5;25,5;0;10,781;0;1008,2;1010,7;14,1;72;14,5;41,8;68;19,3;90;27
2022-10-28;32,2;24,9;29;24,7;25,6;0;10,672;0;1007,8;1010,3;10,4;57;9,7;33,8;68;19,3;45;28
2022-10-29;32,5;25,7;29,4;25,1;26;0;11,048;0;1006,8;1009,2;9,8;63;9,7;30,6;45;16,1;45;29
2022-10-30;32;26,1;28,3;25,2;25,9;0;9,932;2,4;1006,4;1008,8;6,2;73;6,4;38,6;158;20,9;135;30
2022-10-31;31,7;25,8;29,1;24,9;25,8;0;10,723;0;1008,3;1010,7;10,3;56;11,3;35,4;68;20,9;90;31
2022-11-01;32,4;25,1;28,9;25,2;26;0;10,552;0;1008,9;1011,3;9;58;9,7;33,8;112;20,9;90;1
2022-11-02;32,7;25,2;28,7;25,1;25,9;0;10,368;0,6;1009,6;1012;3,5;113;4,8;25,7;112;14,5;135;2
2022-11-03;33,6;25,1;28;24,9;25,6;0;9,651;6;1009,3;1011,7;0,5;202;4,8;27,4;180;16,1;135;3
2022-11-04;30,8;23,7;26,4;24,1;24,6;0;8,114;16;1009,6;1012;3,7;260;3,2;22,5;248;11,3;270;4
2022-11-05;31,1;25;27;24,5;25,1;0;8,66;0;1009,1;1011,5;1;61;1,6;20,9;202;11,3;90;5
2022-11-06;30,8;23,9;27,5;24,6;25,2;0;9,139;3,2;1009,6;1012;4,7;107;4,8;25,7;135;16,1;112;6
2022-11-07;29,7;24,3;26,1;24,1;24,6;0;7,742;0;1010,1;1012,6;0,7;345;3,2;24,1;68;14,5;90;7
2022-11-08;30,1;23,9;26,1;24;24,5;0;7,774;0,2;1010,7;1013,2;3,5;117;4,8;33,8;135;17,7;135;8
2022-11-09;30,6;24,9;27,9;24,4;25,2;0;9,559;0;1010;1012,4;11;90;11,3;32,2;90;20,9;90;9
2022-11-10;31,4;23,9;28,2;24;24,9;0;9,862;0;1009,6;1012;6,5;62;6,4;27,4;68;14,5;90;10
2022-11-11;31,8;23,5;28,2;24,3;25,1;0;9,875;0;1008,4;1010,8;5,6;63;6,4;27,4;68;17,7;68;11
2022-11-12;31,9;24,3;28,1;24,9;25,6;0;9,78;0;1008,1;1010,5;5;81;6,4;32,2;180;19,3;158;12
2022-11-13;31,8;25,1;28,1;25;25,7;0;9,805;1,4;1008;1010,4;6,7;65;8;37;90;20,9;68;13
2022-11-14;32,1;25,9;28,9;24,9;25,8;0;10,571;0;1008,7;1011,1;10,9;56;11,3;35,4;90;19,3;90;14
2022-11-15;32,3;24,9;28,8;24,8;25,6;0;10,454;0;1009,3;1011,7;8,7;63;9,7;43,5;112;24,1;112;15
2022-11-16;31,9;24,4;28,6;24,5;25,3;0;10,296;0;1009;1011,4;6,3;70;6,4;24,1;45;14,5;68;16
2022-11-17;32,1;24,4;28,5;24,6;25,5;0;10,193;0;1008,3;1010,7;6,6;59;8;32,2;45;14,5;90;17
2022-11-18;31,5;23,9;28,1;24,1;25;0;9,755;0;1008,2;1010,6;7;51;8;25,7;90;14,5;90;18
2022-11-19;31,3;25,2;28,5;24;24,9;0;10,188;0;1009;1011,4;8,9;65;9,7;27,4;68;17,7;90;19
2022-11-20;31,8;25,3;28,5;24,4;25,3;0;10,198;0;1008;1010,4;6,9;62;8;27,4;90;17,7;90;20
2022-11-21;31,9;24;28,4;24,3;25,1;0;10,022;0;1007;1009,4;7,6;52;8;27,4;45;16,1;68;21
2022-11-22;32,1;24,9;28,4;24,9;25,7;0;10,084;0;1006,9;1009,3;7,5;56;8;27,4;112;16,1;90;22
2022-11-23;31,2;25,8;28,2;25;25,7;0;9,881;0;1006,7;1009,1;6,2;69;8;38,6;135;20,9;112;23
2022-11-24;31,7;25,2;28,4;25;25,7;0;9,679;0;1007,3;1009,7;4,6;54;6,4;25,7;68;14,5;68;24
2022-11-25;31,7;23,2;27,6;24,1;24,8;0;9,257;0;1008,8;1011,2;4;62;8;25,7;112;16,1;90;25
2022-11-26;31,6;24,6;28;24,4;25,2;0;9,674;0;1009;1011,4;4,8;77;6,4;33,8;90;17,7;135;26
2022-11-27;32,3;24,6;28,6;24,6;25,4;0;10,229;2,8;1008,3;1010,7;5,7;73;6,4;22,5;90;12,9;68;27
2022-11-28;31,5;24,5;27,9;24,4;25,2;0;9,555;0;1006,5;1008,9;5,8;39;6,4;25,7;45;12,9;90;28
2022-11-29;31;23,7;25,7;23,5;24;0;7,357;28,2;1005,6;1008;3,9;1;4,8;33,8;22;17,7;22;29
2022-11-30;31,3;23,3;26,8;23,9;24,5;0;8,498;0;1005,4;1007,8;4,1;49;4,8;24,1;45;12,9;45;30
2022-12-01;30,8;24,1;27,3;24,5;25,1;0;8,938;0;1005,9;1008,3;7,5;55;8;32,2;90;17,7;68;1
2022-12-02;29,8;22,7;25,5;23,7;24,1;0;7,168;21,4;1006,1;1008,5;1,2;65;3,2;41,8;158;17,7;158;2
2022-12-03;28,9;22,4;25,1;23;23,5;0;6,811;0,2;1007;1009,4;2,5;75;3,2;24,1;68;12,9;45;3
2022-12-04;30,7;22,7;26,9;23,7;24,4;0;8,544;8,6;1006,2;1008,6;6,2;66;6,4;30,6;90;16,1;90;4
2022-12-05;27,9;21,6;25,5;23,4;23,9;0;7,206;17,4;1008,1;1010,5;3,3;79;3,2;22,5;360;9,7;22;5
2022-12-06;30,7;24,2;27,1;24,6;25,2;0;8,78;6;1009;1011,4;6,3;68;6,4;33,8;68;17,7;68;6
2022-12-07;31,2;24,8;28;25;25,7;0;9,686;1;1008,4;1010,8;7;66;6,4;35,4;135;22,5;135;7
2022-12-08;30,4;24,1;26,8;24,3;24,9;0;8,455;0;1007,9;1010,3;2,5;35;4,8;35,4;68;20,9;90;8
2022-12-09;31,3;24,3;28;24,5;25,2;0;9,658;0;1008,2;1010,6;8,4;60;8;27,4;68;16,1;90;9
2022-12-10;30,5;24,3;26,9;24;24,7;0;8,599;0,2;1009,1;1011,5;4,1;58;4,8;40,2;90;19,3;90;10
2022-12-11;30,1;23,2;26,8;24,3;24,8;0;8,493;18,2;1009,4;1011,8;5;57;6,4;27,4;45;14,5;90;11
2022-12-12;31,3;23,8;27,9;24,4;25,2;0;9,569;0;1008,5;1010,9;8,4;53;8;33,8;68;17,7;45;12
2022-12-13;31,7;24,4;28,2;24,5;25,3;0;9,863;0;1008,2;1010,6;7,9;51;8;29;45;17,7;90;13
2022-12-14;31;23,8;27,6;24,3;25;0;9,255;0;1008,6;1011;3,7;65;4,8;24,1;45;14,5;68;14
2022-12-15;31,3;23,8;27,3;24,3;25;0;9,005;11,8;1008,8;1011,2;4,4;65;6,4;35,4;68;16,1;45;15
2022-12-16;31,6;24,4;27,8;24,6;25,3;0;9,516;0,2;1007,2;1009,6;7,1;59;6,4;32,2;90;17,7;90;16
2022-12-17;30,8;24,3;27,2;24,4;25;0;8,845;0,6;1006,4;1008,8;4,7;51;4,8;48,3;68;25,7;90;17
2022-12-18;29,7;23;26,5;24,2;24,7;0;8,213;11;1007,8;1010,2;4,2;43;4,8;38,6;68;14,5;90;18
2022-12-19;31,1;23,5;27,1;24,5;25,1;0;8,782;0;1008,9;1011,3;5,5;41;6,4;29;45;16,1;45;19
2022-12-20;30,6;24,2;27,2;24,4;25;0;8,858;0;1009;1011,4;5,7;44;6,4;37;90;19,3;90;20
2022-12-21;30,7;23,8;27,2;24,3;24,9;0;8,902;0,4;1008,7;1011,1;5,6;49;6,4;30,6;360;17,7;90;21
2022-12-22;30;23,5;25,3;23,7;24,1;0;7,013;4,2;1009,3;1011,7;4,9;313;4,8;27,4;360;11,3;22;22
2022-12-23;29,1;23,7;25,8;23,5;24;0;7,488;0,4;1009,9;1012,3;3,7;24;3,2;22,5;45;11,3;22;23
2022-12-24;30,4;23,8;26,5;23,6;24,3;0;8,155;0;1009,2;1011,6;4,3;55;4,8;33,8;68;19,3;68;24
2022-12-25;30,4;23,1;26,7;24,3;24,8;0;8,383;0,4;1007,9;1010,3;4,2;51;4,8;30,6;135;17,7;112;25
2022-12-26;30;24;26,3;24;24,6;0;7,946;0,4;1008,5;1010,9;3,8;32;4,8;41,8;90;20,9;90;26
2022-12-27;29,9;23,9;26,9;23,5;24,3;0;8,529;0;1009,5;1011,9;8,3;62;8;43,5;68;24,1;90;27
2022-12-28;29,1;23,2;25,3;23,8;24,1;0;6,962;27,2;1010,3;1012,7;1,4;116;1,6;30,6;112;17,7;135;28
2022-12-29;30;22,5;25,8;23,5;24;0;7,152;6,6;1010,9;1013,3;1,4;32;3,2;19,3;68;9,7;45;29
2022-12-30;30,5;23;26,8;24,2;24,8;0;8,455;14,8;1009,7;1012,1;5,3;59;4,8;40,2;68;19,3;90;30
2022-12-31;30,9;24,1;27,1;24,5;25,1;0;8,814;1,6;1009,1;1011,5;6;64;4,8;32,2;68;16,1;90;31
